      density       alpha     S_nem     F(iso)     F(nem)     P(iso)     P(nem)     mu(iso)     mu(nem)
42   0.021916    1.688108  0.149831  -3.847262  -3.891307   0.046852   0.046668   -1.709447   -1.761899
43   0.022414    1.692923  0.150507  -3.798847  -3.843084   0.048683   0.048487   -1.626878   -1.679833
44   0.022912    1.697800  0.151192  -3.750740  -3.795172   0.050556   0.050349   -1.544200   -1.597668
45   0.023410    1.702740  0.151887  -3.702920  -3.747550   0.052474   0.052255   -1.461388   -1.515380
46   0.023908    1.707745  0.152591  -3.655365  -3.700196   0.054437   0.054205   -1.378418   -1.432945
47   0.024406    1.712815  0.153305  -3.608056  -3.653090   0.056446   0.056201   -1.295266   -1.350339
48   0.024904    1.717951  0.154028  -3.560975  -3.606215   0.058501   0.058242   -1.211910   -1.267541
49   0.025402    1.723154  0.154761  -3.514103  -3.559553   0.060603   0.060330   -1.128328   -1.184529
50   0.025900    1.728428  0.155504  -3.467425  -3.513086   0.062754   0.062466   -1.044501   -1.101284
51   0.026398    1.733767  0.156257  -3.420923  -3.466800   0.064953   0.064649   -0.960409   -1.017787
52   0.026896    1.739173  0.157020  -3.374584  -3.420680   0.067201   0.066881   -0.876033   -0.934018
53   0.027394    1.744652  0.157793  -3.328393  -3.374711   0.069500   0.069163   -0.791356   -0.849962
54   0.027892    1.750203  0.158577  -3.282337  -3.328880   0.071849   0.071495   -0.706359   -0.765600
55   0.028390    1.755827  0.159371  -3.236403  -3.283174   0.074251   0.073878   -0.621027   -0.680916
56   0.028888    1.761523  0.160177  -3.190579  -3.237582   0.076704   0.076313   -0.535343   -0.595896
57   0.029386    1.767294  0.160992  -3.144852  -3.192090   0.079212   0.078801   -0.449292   -0.510522
58   0.029884    1.773141  0.161819  -3.099213  -3.146690   0.081773   0.081341   -0.362858   -0.424782
59   0.030382    1.779064  0.162657  -3.053649  -3.101369   0.084390   0.083937   -0.276027   -0.338661
60   0.030880    1.785065  0.163507  -3.008152  -3.056118   0.087062   0.086587   -0.188785   -0.252144
61   0.031378    1.791144  0.164367  -2.962710  -3.010927   0.089791   0.089293   -0.101118   -0.165219
62   0.031876    1.797304  0.165240  -2.917316  -2.965786   0.092578   0.092055   -0.013012   -0.077873
63   0.032374    1.803544  0.166124  -2.871959  -2.920688   0.095423   0.094875    0.075546    0.009907
64   0.032872    1.809867  0.167020  -2.826632  -2.875623   0.098327   0.097753    0.164568    0.098133
65   0.033370    1.816273  0.167928  -2.781325  -2.830582   0.101291   0.100691    0.254067    0.186818
66   0.033868    1.822763  0.168849  -2.736031  -2.785559   0.104316   0.103688    0.344056    0.275972
67   0.034366    1.829340  0.169781  -2.690743  -2.740545   0.107404   0.106746    0.434545    0.365607
68   0.034864    1.836005  0.170727  -2.645451  -2.695534   0.110554   0.109866    0.525548    0.455735
69   0.035362    1.842758  0.171685  -2.600151  -2.650517   0.113768   0.113048    0.617075    0.546366
70   0.035860    1.849602  0.172657  -2.554833  -2.605489   0.117046   0.116294    0.709137    0.637511
71   0.036358    1.856537  0.173642  -2.509493  -2.560442   0.120390   0.119604    0.801747    0.729180
72   0.036856    1.863566  0.174640  -2.464122  -2.515370   0.123801   0.122979    0.894914    0.821383
73   0.037354    1.870690  0.175652  -2.418716  -2.470267   0.127279   0.126421    0.988650    0.914131
74   0.037852    1.877911  0.176678  -2.373267  -2.425127   0.130825   0.129929    1.082964    1.007433
75   0.038350    1.885230  0.177718  -2.327770  -2.379944   0.134441   0.133506    1.177868    1.101300
76   0.038848    1.892650  0.178772  -2.282219  -2.334713   0.138128   0.137151    1.273373    1.195739
77   0.039346    1.900173  0.179841  -2.236609  -2.289427   0.141885   0.140866    1.369486    1.290762
78   0.039844    1.907800  0.180925  -2.190933  -2.244082   0.145716   0.144652    1.466220    1.386377
79   0.040342    1.915533  0.182024  -2.145187  -2.198673   0.149619   0.148510    1.563584    1.482592
80   0.040840    1.923375  0.183139  -2.099366  -2.153194   0.153597   0.152440    1.661588    1.579418
81   0.041338    1.931329  0.184270  -2.053464  -2.107641   0.157651   0.156444    1.760241    1.676862
82   0.041836    1.939395  0.185416  -2.007477  -2.062009   0.161781   0.160522    1.859553    1.774934
83   0.042334    1.947581  0.186580  -1.961399  -2.016293   0.165989   0.164676    1.959534    1.873641
84   0.042832    1.955883  0.187760  -1.915226  -1.970488   0.170275   0.168907    2.060193    1.972993
85   0.043330    1.964307  0.188957  -1.868954  -1.924591   0.174641   0.173215    2.161540    2.072997
86   0.043828    1.972856  0.190172  -1.822578  -1.878597   0.179088   0.177602    2.263583    2.173662
87   0.044326    1.981538  0.191405  -1.776094  -1.832501   0.183617   0.182069    2.366333    2.274995
88   0.044824    1.990348  0.192657  -1.729497  -1.786300   0.188229   0.186616    2.469798    2.377004
89   0.045322    1.999294  0.193928  -1.682783  -1.739990   0.192925   0.191245    2.573987    2.479699
90   0.045820    2.008380  0.195218  -1.635949  -1.693567   0.197707   0.195956    2.678910    2.583085
91   0.046318    2.017607  0.196528  -1.588989  -1.647026   0.202575   0.200751    2.784575    2.687171
92   0.046816    2.026985  0.197859  -1.541900  -1.600365   0.207530   0.205631    2.890992    2.791963
93   0.047314    2.036517  0.199211  -1.494679  -1.553579   0.212575   0.210597    2.998169    2.897471
94   0.047812    2.046206  0.200585  -1.447321  -1.506665   0.217709   0.215650    3.106116    3.003699
95   0.048310    2.056059  0.201982  -1.399822  -1.459620   0.222934   0.220790    3.214841    3.110657
96   0.048808    2.066078  0.203402  -1.352180  -1.412440   0.228252   0.226020    3.324354    3.218350
97   0.049306    2.076276  0.204846  -1.304390  -1.365121   0.233664   0.231339    3.434662    3.326785
98   0.049804    2.086654  0.206316  -1.256448  -1.317660   0.239170   0.236750    3.545775    3.435970
99   0.050302    2.097222  0.207811  -1.208352  -1.270055   0.244772   0.242253    3.657702    3.545911
100  0.050800    2.107986  0.209333  -1.160097  -1.222301   0.250472   0.247849    3.770452    3.656613
101  0.051298    2.118955  0.210883  -1.111681  -1.174396   0.256270   0.253539    3.884032    3.768084
102  0.051796    2.130138  0.212462  -1.063099  -1.126337   0.262168   0.259325    3.998453    3.880330
103  0.052294    2.141544  0.214072  -1.014350  -1.078121   0.268167   0.265208    4.113722    3.993356
104  0.052792    2.153184  0.215713  -0.965428  -1.029744   0.274269   0.271188    4.229848    4.107168
105  0.053290    2.165068  0.217387  -0.916332  -0.981204   0.280474   0.277267    4.346840    4.221772
106  0.053788    2.177209  0.219096  -0.867057  -0.932498   0.286785   0.283445    4.464707    4.337173
107  0.054286    2.189620  0.220841  -0.817602  -0.883624   0.293202   0.289724    4.583458    4.453376
108  0.054784    2.202315  0.222624  -0.767962  -0.834578   0.299727   0.296106    4.703101    4.570385
109  0.055282    2.215310  0.224447  -0.718134  -0.785358   0.306361   0.302590    4.823644    4.688206
110  0.055780    2.228622  0.226312  -0.668116  -0.735962   0.313105   0.309178    4.945097    4.806841
111  0.056278    2.242269  0.228222  -0.617904  -0.686386   0.319961   0.315870    5.067468    4.926296
112  0.056776    2.256272  0.230179  -0.567496  -0.636628   0.326931   0.322669    5.190766    5.046573
113  0.057274    2.270651  0.232185  -0.516888  -0.586687   0.334016   0.329575    5.314999    5.167675
114  0.057772    2.285437  0.234246  -0.466078  -0.536559   0.341216   0.336589    5.440177    5.289604
115  0.058270    2.300652  0.236362  -0.415062  -0.486242   0.348534   0.343712    5.566307    5.412362
116  0.058768    2.316324  0.238539  -0.363839  -0.435734   0.355972   0.350944    5.693399    5.535951
117  0.059266    2.332495  0.240780  -0.312403  -0.385033   0.363530   0.358287    5.821462    5.660370
118  0.059764    2.349195  0.243090  -0.260754  -0.334137   0.371210   0.365741    5.950503    5.785619
119  0.060262    2.366473  0.245475  -0.208888  -0.283043   0.379013   0.373307    6.080532    5.911696
120  0.060760    2.384374  0.247941  -0.156803  -0.231751   0.386942   0.380986    6.211558    6.038598
121  0.061258    2.402948  0.250493  -0.104495  -0.180257   0.394997   0.388779    6.343590    6.166321
122  0.061756    2.422260  0.253140  -0.051962  -0.128560   0.403180   0.396685    6.476635    6.294860
123  0.062254    2.442381  0.255889   0.000799  -0.076660   0.411493   0.404705    6.610703    6.424206
124  0.062752    2.463389  0.258752   0.053791  -0.024553   0.419937   0.412839    6.745803    6.554349
125  0.063250    2.485379  0.261739   0.107016   0.027761   0.428514   0.421088    6.881943    6.685277
126  0.063748    2.508457  0.264863   0.160476   0.080284   0.437226   0.429450    7.019133    6.816973
127  0.064246    2.532750  0.268139   0.214176   0.133016   0.446073   0.437927    7.157380    6.949417
128  0.064744    2.558408  0.271585   0.268117   0.185958   0.455058   0.446515    7.296695    7.082583
129  0.065242    2.585605  0.275222   0.322302   0.239111   0.464183   0.455215    7.437086    7.216440
130  0.065740    2.614557  0.279075   0.376734   0.292476   0.473448   0.464024    7.578562    7.350948
131  0.066238    2.645523  0.283174   0.431415   0.346051   0.482856   0.472940    7.721131    7.486057
132  0.066736    2.678813  0.287555   0.486348   0.399837   0.492409   0.481959    7.864803    7.621706
133  0.067234    2.714817  0.292263   0.541536   0.453833   0.502107   0.491076    8.009587    7.757814
134  0.067732    2.754023  0.297352   0.596980   0.508037   0.511953   0.500285    8.155492    7.894280
135  0.068230    2.797036  0.302891   0.652685   0.562447   0.521949   0.509578    8.302526    8.030974
136  0.068728    2.844641  0.308965   0.708651   0.617059   0.532095   0.518942    8.450699    8.167725
137  0.069226    2.897816  0.315678   0.764882   0.671869   0.542395   0.528364    8.600019    8.304316
138  0.069724    2.957813  0.323161   0.821381   0.726870   0.552850   0.537822    8.750497    8.440459
139  0.070222    3.026162  0.331565   0.878150   0.782054   0.563461   0.547292    8.902141    8.575792
140  0.070720    3.104606  0.341049   0.935191   0.837409   0.574230   0.556741    9.054959    8.709883
141  0.071218    3.194807  0.351740   0.992507   0.892922   0.585159   0.566137    9.208962    8.842274
142  0.071716    3.297641  0.363645   1.050101   0.948577   0.596251   0.575453    9.364159    8.972629
143  0.072214    3.412235  0.376556   1.107975   1.004355   0.607506   0.584687    9.520558    9.100950
144  0.072712    3.535530  0.390029   1.166131   1.060243   0.618927   0.593874    9.678169    9.227720
145  0.073210    3.663331  0.403542   1.224572   1.116230   0.630516   0.603069    9.837001    9.353752
146  0.073708    3.792073  0.416697   1.283301   1.172312   0.642274   0.612330    9.997063    9.479821
147  0.074206    3.919769  0.429300   1.342320   1.228488   0.654203   0.621693   10.158366    9.606428
148  0.074704    4.045859  0.441321   1.401632   1.284762   0.666306   0.631176   10.320917    9.733793
149  0.075202    4.170684  0.452818   1.461239   1.341137   0.678584   0.640781   10.484727    9.861937
150  0.075700    4.295060  0.463887   1.521143   1.397615   0.691040   0.650502   10.649805    9.990766
151  0.076198    4.420067  0.474636   1.581347   1.454199   0.703674   0.660326   10.816160   10.120119
152  0.076696    4.546953  0.485174   1.641854   1.510889   0.716490   0.670238   10.983802   10.249786
153  0.077194    4.677157  0.495611   1.702665   1.567685   0.729489   0.680221   11.152741   10.379517
154  0.077692    4.812366  0.506064   1.763785   1.624583   0.742673   0.690248   11.322985   10.509005
155  0.078190    4.954661  0.516656   1.825214   1.681580   0.756045   0.700292   11.494544   10.637866
156  0.078688    5.106724  0.527533   1.886955   1.738668   0.769606   0.710312   11.667428   10.765606
157  0.079186    5.272203  0.538877   1.949012   1.795835   0.783358   0.720253   11.841647   10.891549
158  0.079684    5.456355  0.550929   2.011386   1.853067   0.797304   0.730039   12.017210   11.014738
159  0.080182    5.667214  0.564034   2.074079   1.910341   0.811446   0.739550   12.194127   11.133732
160  0.080680    5.917865  0.578716   2.137095   1.967624   0.825785   0.748599   12.372407   11.246245
161  0.081178    6.230706  0.595786   2.200436   2.024866   0.840324   0.756875   12.552061   11.348513
162  0.081676    6.642214  0.616340   2.264103   2.081987   0.855066   0.763904   12.733098   11.434839
163  0.082174    7.181408  0.640425   2.328101   2.138881   0.870011   0.769416   12.915528   11.502132
164  0.082672    7.777761  0.663877   2.392430   2.195468   0.885163   0.774579   13.099360   11.564770
165  0.083170    8.315102  0.682600   2.457095   2.251790   0.900524   0.780956   13.284605   11.641662
166  0.083668    8.773173  0.697025   2.522096   2.307948   0.916096   0.788678   13.471272   11.734234
167  0.084166    9.171879  0.708575   2.587437   2.364025   0.931880   0.797401   13.659371   11.838166
168  0.084664    9.529241  0.718217   2.653119   2.420079   0.947881   0.806849   13.848913   11.950097
169  0.085162    9.857286  0.726532   2.719146   2.476149   0.964099   0.816853   14.039907   12.067909
170  0.085660   10.163933  0.733879   2.785520   2.532266   0.980537   0.827304   14.232364   12.190263
171  0.086158   10.454583  0.740492   2.852244   2.588453   0.997197   0.838130   14.426293   12.316276
172  0.086656   10.733066  0.746532   2.919319   2.644727   1.014082   0.849282   14.621704   12.445339
173  0.087154   11.002210  0.752111   2.986749   2.701103   1.031194   0.860725   14.818608   12.577018
174  0.087652   11.264176  0.757313   3.054535   2.757593   1.048535   0.872435   15.017015   12.710992
175  0.088150   11.520682  0.762202   3.122680   2.814208   1.066109   0.884392   15.216935   12.847015
176  0.088648   11.773108  0.766826   3.191188   2.870956   1.083916   0.896581   15.418378   12.984897
177  0.089146   12.022641  0.771226   3.260059   2.927845   1.101960   0.908989   15.621354   13.124483
178  0.089644   12.270298  0.775433   3.329297   2.984882   1.120243   0.921609   15.825875   13.265644
179  0.090142   12.516947  0.779473   3.398905   3.042072   1.138768   0.934431   16.031949   13.408278
180  0.090640   12.763431  0.783369   3.468884   3.099422   1.157537   0.947448   16.239588   13.552290
181  0.091138   13.010469  0.787139   3.539237   3.156935   1.176552   0.960655   16.448801   13.697604
182  0.091636   13.258813  0.790801   3.609966   3.214617   1.195816   0.974047   16.659600   13.844144
183  0.092134   13.509147  0.794367   3.681075   3.272470   1.215332   0.987619   16.871995   13.991847
184  0.092632   13.762176  0.797851   3.752566   3.330498   1.235102   1.001366   17.085996   14.140648
185  0.093130   14.018615  0.801264   3.824440   3.388704   1.255129   1.015283   17.301614   14.290486
186  0.093628   14.279174  0.804617   3.896701   3.447090   1.275415   1.029366   17.518859   14.441306
187  0.094126   14.544665  0.807920   3.969351   3.505659   1.295964   1.043611   17.737742   14.593043
188  0.094624   14.815896  0.811182   4.042393   3.564413   1.316776   1.058012   17.958274   14.745637
189  0.095122   15.093773  0.814411   4.115829   3.623352   1.337856   1.072564   18.180465   14.899022
190  0.095620   15.379300  0.817616   4.189661   3.682478   1.359206   1.087261   18.404326   15.053126
191  0.096118   15.673558  0.820807   4.263893   3.741791   1.380829   1.102097   18.629868   15.207875
192  0.096616   15.977837  0.823991   4.338526   3.801292   1.402727   1.117063   18.857102   15.363180
193  0.097114   16.293508  0.827178   4.413564   3.860981   1.424903   1.132152   19.086038   15.518950
194  0.097612   16.622262  0.830377   4.489008   3.920856   1.447359   1.147352   19.316687   15.675071
195  0.098110   16.966001  0.833598   4.564861   3.980916   1.470100   1.162653   19.549060   15.831418
196  0.098608   17.326995  0.836852   4.641126   4.041160   1.493127   1.178039   19.783169   15.987845
197  0.099106   17.707974  0.840152   4.717806   4.101584   1.516442   1.193493   20.019024   16.144175
198  0.099604   18.112213  0.843511   4.794902   4.162185   1.540050   1.208995   20.256635   16.300201
199  0.100102   18.543703  0.846944   4.872418   4.222958   1.563953   1.224519   20.496015   16.455671
200  0.100600   19.007468  0.850471   4.950355   4.283896   1.588154   1.240034   20.737175   16.610274
201  0.101098   19.509812  0.854113   5.028717   4.344993   1.612655   1.255499   20.980124   16.763624
202  0.101596   20.058797  0.857896   5.107507   4.406239   1.637460   1.270864   21.224875   16.915236
203  0.102094   20.664913  0.861852   5.186726   4.467621   1.662572   1.286065   21.471439   17.064491
204  0.102592   21.342033  0.866019   5.266377   4.529125   1.687992   1.301017   21.719827   17.210587
205  0.103090   22.108656  0.870444   5.346462   4.590730   1.713726   1.315609   21.970049   17.352487
206  0.103588   22.989645  0.875183   5.426986   4.652413   1.739774   1.329700   22.222119   17.488843
207  0.104086   24.018063  0.880295   5.507949   4.714141   1.766141   1.343106   22.476046   17.617948
208  0.104584   25.235132  0.885829   5.589354   4.775874   1.792830   1.355614   22.731842   17.737834
209  0.105082   26.684736  0.891789   5.671205   4.837566   1.819843   1.367027   22.989519   17.846715
210  0.105580   28.392916  0.898061   5.753504   4.899162   1.847184   1.377299   23.249088   17.944237
211  0.106078   30.335032  0.904365   5.836252   4.960615   1.874855   1.386701   23.510561   18.033084
212  0.106576   32.423547  0.910328   5.919454   5.021899   1.902861   1.395835   23.773949   18.118986
213  0.107074   34.550598  0.915684   6.003111   5.083018   1.931203   1.405329   24.039263   18.207857
214  0.107572   36.639544  0.920356   6.087227   5.143997   1.959885   1.415562   24.306516   18.303202
215  0.108070   38.655928  0.924400   6.171803   5.204870   1.988911   1.426655   24.575718   18.406078
216  0.108568   40.592264  0.927915   6.256843   5.265674   2.018283   1.438585   24.846883   18.516216
217  0.109066   42.453363  0.930999   6.342349   5.326441   2.048006   1.451280   25.120020   18.632875
218  0.109564   44.247791  0.933732   6.428323   5.387198   2.078081   1.464659   25.395143   18.755268
219  0.110062   45.984774  0.936180   6.514769   5.447972   2.108512   1.478651   25.672262   18.882679
220  0.110560   47.672764  0.938391   6.601689   5.508782   2.139303   1.493193   25.951390   19.014510
221  0.111058   49.319172  0.940405   6.689085   5.569646   2.170457   1.508236   26.232538   19.150265
222  0.111556   50.930087  0.942252   6.776961   5.630581   2.201977   1.523740   26.515719   19.289551
223  0.112054   52.510698  0.943957   6.865319   5.691601   2.233867   1.539671   26.800944   19.432043
224  0.112552   54.065711  0.945538   6.954161   5.752718   2.266129   1.556003   27.088226   19.577466
225  0.113050   55.598562  0.947012   7.043491   5.813943   2.298768   1.572714   27.377576   19.725612
226  0.113548   57.112638  0.948392   7.133310   5.875287   2.331787   1.589786   27.669006   19.876291
227  0.114046   58.610518  0.949688   7.223623   5.936758   2.365189   1.607205   27.962529   20.029358
228  0.114544   60.094671  0.950909   7.314431   5.998365   2.398978   1.624957   28.258157   20.184681
229  0.115042   61.567096  0.952064   7.405737   6.060115   2.433157   1.643034   28.555901   20.342154
230  0.115540   63.029617  0.953158   7.497544   6.122017   2.467730   1.661427   28.855774   20.501684
231  0.116038   64.483671  0.954198   7.589854   6.184076   2.502700   1.680128   29.157789   20.663196
232  0.116536   65.930690  0.955188   7.682671   6.246299   2.538071   1.699133   29.461957   20.826623
233  0.117034   67.372048  0.956132   7.775996   6.308692   2.573846   1.718435   29.768291   20.991901
234  0.117532   68.808607  0.957034   7.869834   6.371260   2.610030   1.738031   30.076804   21.158988
235  0.118030   70.241448  0.957898   7.964185   6.434009   2.646625   1.757919   30.387507   21.327838
236  0.118528   71.671484  0.958726   8.059054   6.496944   2.683635   1.778094   30.700413   21.498411
237  0.119026   73.099369  0.959521   8.154443   6.560069   2.721064   1.798556   31.015534   21.670681
238  0.119524   74.525955  0.960286   8.250355   6.623389   2.758916   1.819302   31.332884   21.844614
239  0.120022   75.951800  0.961021   8.346792   6.686910   2.797195   1.840331   31.652474   22.020189
240  0.120520   77.377521  0.961730   8.443758   6.750634   2.835903   1.861642   31.974317   22.197384
241  0.121018   78.803947  0.962414   8.541254   6.814566   2.875045   1.883235   32.298427   22.376173
242  0.121516   80.231059  0.963074   8.639285   6.878710   2.914626   1.905109   32.624814   22.556554
243  0.122014   81.659711  0.963712   8.737851   6.943070   2.954647   1.927264   32.953493   22.738502
244  0.122512   83.090165  0.964329   8.836958   7.007649   2.995114   1.949700   33.284476   22.922009
245  0.123010   84.522888  0.964927   8.936606   7.072452   3.036031   1.972418   33.617776   23.107065
246  0.123508   85.958282  0.965505   9.036800   7.137481   3.077400   1.995417   33.953405   23.293659
247  0.124006   87.396543  0.966066   9.137541   7.202740   3.119227   2.018700   34.291377   23.481788
248  0.124504   88.838117  0.966611   9.238833   7.268233   3.161514   2.042265   34.631704   23.671442
249  0.125002   90.283327  0.967139   9.340678   7.333963   3.204266   2.066115   34.974399   23.862616
250  0.125500   91.732392  0.967653   9.443080   7.399933   3.247488   2.090250   35.319476   24.055308
251  0.125998   93.185594  0.968152   9.546041   7.466145   3.291182   2.114671   35.666947   24.249513
252  0.126496   94.643160  0.968637   9.649564   7.532604   3.335353   2.139380   36.016825   24.445231
253  0.126994   96.105454  0.969109   9.753652   7.599312   3.380005   2.164377   36.369123   24.642457
254  0.127492   97.572527  0.969569   9.858307   7.666273   3.425142   2.189665   36.723855   24.841194
255  0.127990   99.044856  0.970017   9.963533   7.733488   3.470769   2.215244   37.081034   25.041436
256  0.128488  100.522286  0.970453  10.069333   7.800962   3.516889   2.241117   37.440673   25.243190
257  0.128986  102.005210  0.970878  10.175708   7.868696   3.563506   2.267285   37.802785   25.446454
258  0.129484  103.493857  0.971293  10.282663   7.936694   3.610625   2.293749   38.167384   25.651229
259  0.129982  104.988354  0.971698  10.390201   8.004958   3.658250   2.320511   38.534482   25.857515
260  0.130480  106.488858  0.972093  10.498323   8.073492   3.706385   2.347573   38.904093   26.065317
261  0.130978  107.995523  0.972478  10.607033   8.142297   3.755034   2.374938   39.276231   26.274637
262  0.131476  109.508516  0.972855  10.716334   8.211377   3.804202   2.402606   39.650910   26.485477
263  0.131974  111.028011  0.973223  10.826228   8.280734   3.853893   2.430579   40.028141   26.697841
264  0.132472  112.554183  0.973583  10.936720   8.350371   3.904111   2.458860   40.407940   26.911730
265  0.132970  114.086997  0.973935  11.047811   8.420290   3.954861   2.487452   40.790319   27.127153
266  0.133468  115.626857  0.974279  11.159504   8.490494   4.006147   2.516354   41.175293   27.344108
267  0.133966  117.173823  0.974616  11.271804   8.560985   4.057974   2.545570   41.562874   27.562601
268  0.134464  118.727727  0.974945  11.384711   8.631766   4.110345   2.575103   41.953077   27.782642
269  0.134962  120.288975  0.975267  11.498230   8.702840   4.163265   2.604954   42.345915   28.004230
270  0.135460  121.857751  0.975583  11.612364   8.774209   4.216740   2.635125   42.741402   28.227369
271  0.135958  123.433872  0.975892  11.727114   8.845874   4.270772   2.665619   43.139552   28.452069
272  0.136456  125.017523  0.976195  11.842486   8.917840   4.325368   2.696438   43.540379   28.678335
273  0.136954  126.609452  0.976492  11.958480   8.990108   4.380531   2.727583   43.943896   28.906161
274  0.137452  128.208751  0.976783  12.075101   9.062681   4.436266   2.759059   44.350118   29.135570
275  0.137950  129.816131  0.977068  12.192351   9.135560   4.492577   2.790866   44.759058   29.366558
276  0.138448  131.431619  0.977348  12.310234   9.208750   4.549470   2.823007   45.170731   29.599131
277  0.138946  133.055271  0.977622  12.428752   9.282250   4.606949   2.855486   45.585150   29.833296
278  0.139444  134.686871  0.977891  12.547908   9.356065   4.665018   2.888304   46.002329   30.069065
279  0.139942  136.327055  0.978156  12.667706   9.430197   4.723683   2.921463   46.422283   30.306436
280  0.140440  137.975752  0.978415  12.788148   9.504647   4.782948   2.954966   46.845026   30.545416
281  0.140938  139.632838  0.978669  12.909238   9.579419   4.842818   2.988816   47.270572   30.786017
282  0.141436  141.298652  0.978919  13.030979   9.654514   4.903297   3.023015   47.698935   31.028241
283  0.141934  142.973048  0.979164  13.153373   9.729935   4.964391   3.057566   48.130129   31.272099
284  0.142432  144.656304  0.979405  13.276424   9.805683   5.026104   3.092471   48.564170   31.517593
285  0.142930  146.348491  0.979641  13.400135   9.881763   5.088442   3.127733   49.001070   31.764732
286  0.143428  148.049407  0.979873  13.524508   9.958174   5.151408   3.163355   49.440845   32.013527
