,S2,alpha,B4,error,B4*,error*
0,0.0,0.0,2766.922043231556,7.139408926546452,0.05274916,0.000136107132
1,0.01,0.390092709,2776.6199272407994,7.1951602797195715,0.05282896,0.000136897683
2,0.02,0.555707009,2776.0937752463565,7.17161387369653,0.0529054,0.000136673013
3,0.03,0.685640358,2773.604655897428,7.197898449829652,0.05289128,0.000137260392
4,0.04,0.7976519940000001,2779.5353146387997,7.07062569926952,0.05309468,0.000135063083
5,0.05,0.898586879,2778.68475968524,7.226162589717598,0.0530706,0.00013801377899999999
6,0.06,0.991944316,2775.7842582763874,7.031410518867698,0.05315524,0.000134648906
7,0.07,1.07980019,2782.9387150637363,7.134763247691022,0.05326656,0.000136562222
8,0.08,1.16350796,2781.0746800988945,7.130416785430869,0.05335824,0.00013680556399999998
9,0.09,1.24401063,2799.40321322314,7.2064143658227175,0.0537116,0.000138268058
10,0.1,1.32199874,2795.705208264961,7.036403887716587,0.0538518,0.000135537543
11,0.11,1.39799821,2822.468182629801,7.051136124048494,0.05443012,0.000135978215
12,0.12,1.47242264,2818.6180786837613,7.136584425601508,0.0544424,0.000137845133
13,0.13,1.54560632,2830.8235112687476,7.120035878771392,0.05483928,0.000137930761
14,0.14,1.61782581,2823.5033910366064,7.046062353550894,0.05487564,0.000136942347
15,0.15,1.68931478,2838.7269098676975,6.99831253468059,0.05532352,0.000136389056
16,0.16,1.76027442,2832.7104111276235,6.954475450547282,0.05543736,0.000136102073
17,0.17,1.83088095,2843.4389299289865,7.084271984770264,0.05571648,0.00013881455099999998
18,0.18,1.90129124,2870.508251649031,6.985818781839627,0.05651312,0.00013753328
19,0.19,1.97164698,2864.7403347455424,6.858196946682826,0.0566588,0.000135641337
20,0.2,2.04207798,2886.494901483486,6.955310023578231,0.05725404,0.000137959571
21,0.21,2.11270472,2895.7531886429383,6.850815389615264,0.0576426,0.000136371709
22,0.22,2.18364042,2905.500794679246,6.933828915888675,0.05817268,0.000138826123
23,0.23,2.25499266,2903.7569594042334,6.909348436948189,0.0583494,0.00013883955900000002
24,0.24,2.32686484,2915.8050592441277,6.917632169945548,0.05882016,0.000139548503
25,0.25,2.39935728,2928.352689750159,6.779248720449085,0.05942608,0.00013757365299999998
26,0.26,2.47256825,2958.4684635187755,6.748127906075205,0.0603432,0.000137640011
27,0.27,2.54659484,2947.0220589467876,6.876628342616601,0.06036308,0.00014085217500000002
28,0.28,2.62153375,2956.9091882860685,6.729699157132451,0.06100488,0.000138842441
29,0.29,2.69748197,2970.4577713735175,6.656446847899469,0.06156416,0.000137958049
30,0.3,2.77453746,2982.8069635003244,6.609081098570148,0.06227836,0.000137991743
31,0.31,2.85279972,2994.6958274519857,6.669447024418909,0.06277744,0.000139810797
32,0.32,2.93237045,3004.121225254481,6.578392820442665,0.06351048,0.000139074576
33,0.33,3.01335404,3015.14777803619,6.524084279319536,0.06402092,0.000138526503
34,0.34,3.0958582,3027.055500849806,6.45398302351335,0.06475676,0.000138067845
35,0.35,3.17999452,3042.1989558717914,6.522329009405502,0.065525,0.000140482465
36,0.36,3.26587901,3039.0281204836383,6.425321307729679,0.06609984,0.000139752807
37,0.37,3.35363278,3056.4347690057402,6.341849942145012,0.0669328,0.00013888003699999999
38,0.38,3.4433826,3060.53303909649,6.344229144908072,0.06752608,0.000139975919
39,0.39,3.53526159,3067.9515984135696,6.246502881161259,0.068267,0.000138995026
40,0.4,3.62940994,3073.0089419734873,6.3542327957162685,0.06885804,0.000142381628
41,0.41,3.72597564,3087.603835124677,6.207288847600559,0.06984456,0.000140414827
42,0.42,3.82511532,3109.2123790421365,6.2267811769020565,0.07084824,0.00014188689399999998
43,0.43,3.92699511,3110.135391063641,6.116243536489115,0.07159848,0.000140802147
44,0.44,4.0317916,3119.6381828159124,5.965971669386394,0.07242252,0.000138500261
45,0.45,4.13969293,3125.2089625297344,6.024536404044171,0.07321064,0.000141129816
46,0.46,4.25089989,3127.0772250412133,5.937052684541944,0.07411684,0.00014071785
47,0.47,4.36562724,3134.9175426800775,5.871747951555085,0.07504628,0.000140562817
48,0.48,4.48410512,3142.9773569043023,5.846133424250908,0.0760588,0.0001414741
49,0.49,4.60658059,3153.233113636614,5.69832098900586,0.07702328,0.00013919154
50,0.5,4.7333194,3173.1728367326937,5.78176915427757,0.07831972,0.000142704657
51,0.51,4.86460796,3162.935503160788,5.697124931166902,0.07909592,0.000142468709
