,S2,alpha,B3,error,B3*,error*
0,0.0,0.0,587.776607028068,0.17443886978948062,0.4194608,0.000124486526
1,0.01,0.390092709,588.413150465842,0.17537425554148633,0.41935914700000004,0.000124988366
2,0.02,0.555707009,588.013644542206,0.1729242103220553,0.419531573,0.000123376671
3,0.03,0.685640358,587.7707257343859,0.17593382921614958,0.419534453,0.000125576691
4,0.04,0.7976519940000001,587.427093093431,0.17393242326461816,0.41976528,0.00012428911299999998
5,0.05,0.898586879,587.4538387168269,0.1731122580577222,0.41974309299999996,0.000123690867
6,0.06,0.991944316,586.647915788154,0.1727384327301627,0.419905067,0.000123641014
7,0.07,1.07980019,587.2633551699785,0.17370712693744364,0.420210507,0.00012429442300000002
8,0.08,1.16350796,586.6111443056636,0.17569426754210388,0.42041306700000003,0.00012591674499999998
9,0.09,1.24401063,586.8442999870176,0.17420712401916308,0.42058906700000004,0.00012485358
10,0.1,1.32199874,585.7885286782354,0.17418265008788525,0.42093344,0.000125163431
11,0.11,1.39799821,585.5335631903663,0.17110117210459072,0.42107418700000004,0.000123043821
12,0.12,1.47242264,585.2809698192762,0.17323659590313256,0.421339093,0.000124711641
13,0.13,1.54560632,584.4862103880433,0.17396108957700276,0.421593173,0.00012547910700000002
14,0.14,1.61782581,584.0375948344914,0.1752911711183054,0.422183893,0.00012671292
15,0.15,1.68931478,583.6296674002762,0.17094213795355054,0.42266357299999996,0.000123795994
16,0.16,1.76027442,582.7138293474013,0.171622449561397,0.42317717299999996,0.000124635283
17,0.17,1.83088095,582.5972546905772,0.17255984915701286,0.42344298700000005,0.000125419846
18,0.18,1.90129124,581.5029630459317,0.17151886914012446,0.423980213,0.000125056296
19,0.19,1.97164698,580.3955044799602,0.16984602295899395,0.42446848,0.00012421578499999998
20,0.2,2.04207798,579.851020586397,0.16890244927148623,0.42488688,0.000123763574
21,0.21,2.11270472,579.4125048393139,0.16805040919868727,0.42557477299999996,0.000123431949
22,0.22,2.18364042,577.2884032804767,0.16735366370206461,0.425655467,0.000123395865
23,0.23,2.25499266,577.1644526078194,0.16904855149027131,0.42659621299999995,0.000124947875
24,0.24,2.32686484,576.3180825162952,0.17038361010469388,0.42707818700000005,0.000126262086
25,0.25,2.39935728,574.8999418363574,0.16911752861132287,0.42772181299999995,0.00012582234
26,0.26,2.47256825,573.4003165735842,0.16587751020859015,0.428054293,0.000123830731
