      density       alpha     S_nem     F(iso)     F(nem)     P(iso)     P(nem)     mu(iso)     mu(nem)
110  0.055780    9.805478  0.725251  -0.668116  -1.567060   0.313105   0.268089    4.945097    3.239127
111  0.056278    9.927946  0.728260  -0.617904  -1.524110   0.319961   0.273425    5.067468    3.334366
112  0.056776   10.051533  0.731231  -0.567496  -1.481075   0.326931   0.278838    5.190766    3.430126
113  0.057274   10.176189  0.734164  -0.516888  -1.437953   0.334016   0.284329    5.314999    3.526419
114  0.057772   10.301889  0.737059  -0.466078  -1.394743   0.341216   0.289900    5.440177    3.623254
115  0.058270   10.428604  0.739914  -0.415062  -1.351441   0.348534   0.295550    5.566307    3.720641
116  0.058768   10.556307  0.742731  -0.363839  -1.308046   0.355972   0.301282    5.693399    3.818590
117  0.059266   10.684985  0.745509  -0.312403  -1.264554   0.363530   0.307097    5.821462    3.917111
118  0.059764   10.814617  0.748248  -0.260754  -1.220964   0.371210   0.312995    5.950503    4.016212
119  0.060262   10.945201  0.750950  -0.208888  -1.177273   0.379013   0.318977    6.080532    4.115903
120  0.060760   11.076727  0.753613  -0.156803  -1.133479   0.386942   0.325046    6.211558    4.216191
121  0.061258   11.209208  0.756239  -0.104495  -1.089579   0.394997   0.331201    6.343590    4.317086
122  0.061756   11.342637  0.758829  -0.051962  -1.045570   0.403180   0.337445    6.476635    4.418594
123  0.062254   11.477031  0.761384   0.000799  -1.001452   0.411493   0.343778    6.610703    4.520724
124  0.062752   11.612401  0.763903   0.053791  -0.957221   0.419937   0.350200    6.745803    4.623483
125  0.063250   11.748766  0.766388   0.107016  -0.912874   0.428514   0.356714    6.881943    4.726877
126  0.063748   11.886156  0.768840   0.160476  -0.868410   0.437226   0.363321    7.019133    4.830914
127  0.064246   12.024584  0.771259   0.214176  -0.823827   0.446073   0.370020    7.157380    4.935600
128  0.064744   12.164089  0.773647   0.268117  -0.779122   0.455058   0.376814    7.296695    5.040942
129  0.065242   12.304702  0.776005   0.322302  -0.734292   0.464183   0.383704    7.437086    5.146944
130  0.065740   12.446463  0.778333   0.376734  -0.689337   0.473448   0.390690    7.578562    5.253614
131  0.066238   12.589420  0.780633   0.431415  -0.644252   0.482856   0.397773    7.721131    5.360956
132  0.066736   12.733597  0.782905   0.486348  -0.599038   0.492409   0.404955    7.864803    5.468976
133  0.067234   12.879075  0.785150   0.541536  -0.553690   0.502107   0.412236    8.009587    5.577677
134  0.067732   13.025881  0.787370   0.596980  -0.508207   0.511953   0.419618    8.155492    5.687067
135  0.068230   13.174093  0.789566   0.652685  -0.462588   0.521949   0.427102    8.302526    5.797147
136  0.068728   13.323756  0.791738   0.708651  -0.416829   0.532095   0.434688    8.450699    5.907924
137  0.069226   13.474953  0.793887   0.764882  -0.370929   0.542395   0.442377    8.600019    6.019399
138  0.069724   13.627729  0.796014   0.821381  -0.324886   0.552850   0.450171    8.750497    6.131578
139  0.070222   13.782180  0.798121   0.878150  -0.278699   0.563461   0.458070    8.902141    6.244464
140  0.070720   13.938379  0.800209   0.935191  -0.232364   0.574230   0.466075    9.054959    6.358059
141  0.071218   14.096411  0.802277   0.992507  -0.185880   0.585159   0.474187    9.208962    6.472366
142  0.071716   14.256364  0.804328   1.050101  -0.139246   0.596251   0.482407    9.364159    6.587388
143  0.072214   14.418338  0.806362   1.107975  -0.092459   0.607506   0.490736    9.520558    6.703126
144  0.072712   14.582422  0.808381   1.166131  -0.045519   0.618927   0.499175    9.678169    6.819583
145  0.073210   14.748734  0.810384   1.224572   0.001578   0.630516   0.507725    9.837001    6.936759
146  0.073708   14.917386  0.812374   1.283301   0.048833   0.642274   0.516385    9.997063    7.054657
147  0.074206   15.088499  0.814350   1.342320   0.096247   0.654203   0.525158   10.158366    7.173275
148  0.074704   15.262206  0.816315   1.401632   0.143822   0.666306   0.534043   10.320917    7.292614
149  0.075202   15.438635  0.818269   1.461239   0.191560   0.678584   0.543042   10.484727    7.412675
150  0.075700   15.617943  0.820212   1.521143   0.239461   0.691040   0.552155   10.649805    7.533455
151  0.076198   15.800278  0.822147   1.581347   0.287529   0.703674   0.561383   10.816160    7.654954
152  0.076696   15.985802  0.824073   1.641854   0.335763   0.716490   0.570726   10.983802    7.777169
153  0.077194   16.174700  0.825992   1.702665   0.384166   0.729489   0.580185   11.152741    7.900099
154  0.077692   16.367173  0.827905   1.763785   0.432738   0.742673   0.589760   11.322985    8.023738
155  0.078190   16.563407  0.829813   1.825214   0.481482   0.756045   0.599452   11.494544    8.148084
156  0.078688   16.763624  0.831717   1.886955   0.530397   0.769606   0.609260   11.667428    8.273132
157  0.079186   16.968064  0.833617   1.949012   0.579486   0.783358   0.619186   11.841647    8.398875
158  0.079684   17.176991  0.835516   2.011386   0.628750   0.797304   0.629229   12.017210    8.525307
159  0.080182   17.390631  0.837413   2.074079   0.678189   0.811446   0.639390   12.194127    8.652421
160  0.080680   17.609313  0.839310   2.137095   0.727804   0.825785   0.649668   12.372407    8.780208
161  0.081178   17.833324  0.841209   2.200436   0.777596   0.840324   0.660063   12.552061    8.908659
162  0.081676   18.063054  0.843110   2.264103   0.827567   0.855066   0.670576   12.733098    9.037760
163  0.082174   18.298819  0.845014   2.328101   0.877716   0.870011   0.681205   12.915528    9.167501
164  0.082672   18.541021  0.846923   2.392430   0.928044   0.885163   0.691950   13.099360    9.297868
165  0.083170   18.790100  0.848838   2.457095   0.978553   0.900524   0.702811   13.284605    9.428844
166  0.083668   19.046516  0.850761   2.522096   1.029241   0.916096   0.713786   13.471272    9.560413
167  0.084166   19.310773  0.852691   2.587437   1.080109   0.931880   0.724875   13.659371    9.692554
168  0.084664   19.583404  0.854632   2.653119   1.131158   0.947881   0.736076   13.848913    9.825248
169  0.085162   19.865049  0.856583   2.719146   1.182388   0.964099   0.747388   14.039907    9.958467
170  0.085660   20.156303  0.858547   2.785520   1.233798   0.980537   0.758810   14.232364   10.092190
171  0.086158   20.457899  0.860525   2.852244   1.285388   0.997197   0.770338   14.426293   10.226384
172  0.086656   20.770602  0.862519   2.919319   1.337157   1.014082   0.781972   14.621704   10.361020
173  0.087154   21.095242  0.864529   2.986749   1.389105   1.031194   0.793708   14.818608   10.496062
174  0.087652   21.432719  0.866558   3.054535   1.441231   1.048535   0.805543   15.017015   10.631473
175  0.088150   21.784048  0.868606   3.122680   1.493534   1.066109   0.817475   15.216935   10.767211
176  0.088648   22.150266  0.870676   3.191188   1.546013   1.083916   0.829499   15.418378   10.903233
177  0.089146   22.532601  0.872768   3.260059   1.598666   1.101960   0.841611   15.621354   11.039487
178  0.089644   22.932237  0.874884   3.329297   1.651492   1.120243   0.853808   15.825875   11.175924
179  0.090142   23.350585  0.877026   3.398905   1.704488   1.138768   0.866084   16.031949   11.312488
180  0.090640   23.789110  0.879193   3.468884   1.757652   1.157537   0.878434   16.239588   11.449118
181  0.091138   24.249291  0.881387   3.539237   1.810982   1.176552   0.890853   16.448801   11.585757
182  0.091636   24.732820  0.883608   3.609966   1.864475   1.195816   0.903335   16.659600   11.722337
183  0.092134   25.241372  0.885856   3.681075   1.918127   1.215332   0.915874   16.871995   11.858795
184  0.092632   25.776676  0.888131   3.752566   1.971936   1.235102   0.928463   17.085996   11.995069
185  0.093130   26.340598  0.890431   3.824440   2.025897   1.255129   0.941097   17.301614   12.131092
186  0.093628   26.934744  0.892755   3.896701   2.080007   1.275415   0.953770   17.518859   12.266811
187  0.094126   27.560883  0.895100   3.969351   2.134261   1.295964   0.966477   17.737742   12.402173
188  0.094624   28.220393  0.897461   4.042393   2.188656   1.316776   0.979215   17.958274   12.537142
189  0.095122   28.914675  0.899835   4.115829   2.243186   1.337856   0.991980   18.180465   12.671689
190  0.095620   29.644571  0.902215   4.189661   2.297849   1.359206   1.004771   18.404326   12.805810
191  0.096118   30.410735  0.904595   4.263893   2.352638   1.380829   1.017589   18.629868   12.939515
192  0.096616   31.213222  0.906966   4.338526   2.407551   1.402727   1.030438   18.857102   13.072841
193  0.097114   32.051673  0.909321   4.413564   2.462584   1.424903   1.043321   19.086038   13.205846
194  0.097612   32.925296  0.911652   4.489008   2.517733   1.447359   1.056247   19.316687   13.338605
195  0.098110   33.832522  0.913949   4.564861   2.572996   1.470100   1.069225   19.549060   13.471227
196  0.098608   34.771588  0.916204   4.641126   2.628370   1.493127   1.082268   19.783169   13.603825
197  0.099106   35.740320  0.918410   4.717806   2.683854   1.516442   1.095386   20.019024   13.736528
198  0.099604   36.736280  0.920560   4.794902   2.739447   1.540050   1.108595   20.256635   13.869469
199  0.100102   37.756803  0.922649   4.872418   2.795150   1.563953   1.121907   20.496015   14.002787
200  0.100600   38.799410  0.924672   4.950355   2.850962   1.588154   1.135336   20.737175   14.136606
201  0.101098   39.861520  0.926627   5.028717   2.906885   1.612655   1.148895   20.980124   14.271051
202  0.101596   40.940852  0.928513   5.107507   2.962920   1.637460   1.162594   21.224875   14.406229
203  0.102094   42.034998  0.930329   5.186726   3.019071   1.662572   1.176447   21.471439   14.542247
204  0.102592   43.142197  0.932074   5.266377   3.075338   1.687992   1.190462   21.719827   14.679182
205  0.103090   44.260675  0.933751   5.346462   3.131726   1.713726   1.204646   21.970049   14.817110
206  0.103588   45.389068  0.935361   5.426986   3.188237   1.739774   1.219008   22.222119   14.956088
207  0.104086   46.525968  0.936906   5.507949   3.244875   1.766141   1.233554   22.476046   15.096173
208  0.104584   47.670407  0.938388   5.589354   3.301644   1.792830   1.248289   22.731842   15.237403
209  0.105082   48.821542  0.939810   5.671205   3.358546   1.819843   1.263218   22.989519   15.379809
210  0.105580   49.978588  0.941175   5.753504   3.415586   1.847184   1.278345   23.249088   15.523423
211  0.106078   51.141119  0.942486   5.836252   3.472768   1.874855   1.293673   23.510561   15.668259
212  0.106576   52.308602  0.943744   5.919454   3.530095   1.902861   1.309206   23.773949   15.814338
213  0.107074   53.480707  0.944954   6.003111   3.587571   1.931203   1.324945   24.039263   15.961672
214  0.107572   54.657247  0.946117   6.087227   3.645200   1.959885   1.340892   24.306516   16.110268
215  0.108070   55.838013  0.947235   6.171803   3.702985   1.988911   1.357051   24.575718   16.260134
216  0.108568   57.022914  0.948312   6.256843   3.760931   2.018283   1.373423   24.846883   16.411276
217  0.109066   58.211839  0.949349   6.342349   3.819040   2.048006   1.390009   25.120020   16.563697
218  0.109564   59.404829  0.950349   6.428323   3.877317   2.078081   1.406811   25.395143   16.717399
219  0.110062   60.601851  0.951313   6.514769   3.935765   2.108512   1.423830   25.672262   16.872386
220  0.110560   61.802815  0.952244   6.601689   3.994388   2.139303   1.441069   25.951390   17.028661
221  0.111058   63.007913  0.953143   6.689085   4.053188   2.170457   1.458529   26.232538   17.186223
222  0.111556   64.217287  0.954011   6.776961   4.112169   2.201977   1.476209   26.515719   17.345070
223  0.112054   65.430847  0.954851   6.865319   4.171336   2.233867   1.494114   26.800944   17.505208
224  0.112552   66.648769  0.955663   6.954161   4.230690   2.266129   1.512243   27.088226   17.666635
225  0.113050   67.871120  0.956450   7.043491   4.290235   2.298768   1.530597   27.377576   17.829353
226  0.113548   69.097993  0.957212   7.133310   4.349974   2.331787   1.549180   27.669006   17.993364
227  0.114046   70.329542  0.957950   7.223623   4.409910   2.365189   1.567991   27.962529   18.158668
228  0.114544   71.565857  0.958666   7.314431   4.470047   2.398978   1.587032   28.258157   18.325266
229  0.115042   72.807010  0.959361   7.405737   4.530387   2.433157   1.606305   28.555901   18.493162
230  0.115540   74.053226  0.960036   7.497544   4.590934   2.467730   1.625812   28.855774   18.662353
231  0.116038   75.304528  0.960691   7.589854   4.651689   2.502700   1.645553   29.157789   18.832846
232  0.116536   76.561078  0.961327   7.682671   4.712657   2.538071   1.665531   29.461957   19.004640
233  0.117034   77.822847  0.961946   7.775996   4.773840   2.573846   1.685746   29.768291   19.177742
234  0.117532   79.090247  0.962548   7.869834   4.835240   2.610030   1.706201   30.076804   19.352147
235  0.118030   80.363004  0.963134   7.964185   4.896861   2.646625   1.726898   30.387507   19.527867
236  0.118528   81.641714  0.963704   8.059054   4.958705   2.683635   1.747836   30.700413   19.704894
237  0.119026   82.925993  0.964259   8.154443   5.020775   2.721064   1.769020   31.015534   19.883243
238  0.119524   84.216301  0.964800   8.250355   5.083074   2.758916   1.790450   31.332884   20.062910
239  0.120022   85.512437  0.965328   8.346792   5.145604   2.797195   1.812128   31.652474   20.243904
240  0.120520   86.814747  0.965842   8.443758   5.208368   2.835903   1.834056   31.974317   20.426225
241  0.121018   88.123334  0.966343   8.541254   5.271368   2.875045   1.856236   32.298427   20.609876
242  0.121516   89.438180  0.966832   8.639285   5.334607   2.914626   1.878669   32.624814   20.794865
243  0.122014   90.759493  0.967310   8.737851   5.398088   2.954647   1.901357   32.953493   20.981193
244  0.122512   92.087239  0.967776   8.836958   5.461813   2.995114   1.924303   33.284476   21.168868
245  0.123010   93.421664  0.968231   8.936606   5.525785   3.036031   1.947508   33.617776   21.357892
246  0.123508   94.762824  0.968676   9.036800   5.590005   3.077400   1.970973   33.953405   21.548271
247  0.124006   96.110635  0.969111   9.137541   5.654477   3.119227   1.994703   34.291377   21.740012
248  0.124504   97.465546  0.969536   9.238833   5.719203   3.161514   2.018697   34.631704   21.933114
249  0.125002   98.827244  0.969951   9.340678   5.784185   3.204266   2.042958   34.974399   22.127591
250  0.125500  100.196092  0.970358   9.443080   5.849426   3.247488   2.067489   35.319476   22.323441
251  0.125998  101.572074  0.970755   9.546041   5.914928   3.291182   2.092291   35.666947   22.520674
252  0.126496  102.955273  0.971144   9.649564   5.980693   3.335353   2.117366   36.016825   22.719295
253  0.126994  104.345835  0.971525   9.753652   6.046724   3.380005   2.142717   36.369123   22.919308
254  0.127492  105.743726  0.971898   9.858307   6.113024   3.425142   2.168345   36.723855   23.120721
255  0.127990  107.149146  0.972263   9.963533   6.179593   3.470769   2.194254   37.081034   23.323539
256  0.128488  108.562183  0.972621  10.069333   6.246436   3.516889   2.220444   37.440673   23.527766
257  0.128986  109.982796  0.972971  10.175708   6.313554   3.563506   2.246918   37.802785   23.733413
258  0.129484  111.411079  0.973314  10.282663   6.380949   3.610625   2.273679   38.167384   23.940484
259  0.129982  112.847394  0.973651  10.390201   6.448624   3.658250   2.300728   38.534482   24.148981
260  0.130480  114.291329  0.973981  10.498323   6.516581   3.706385   2.328068   38.904093   24.358919
261  0.130978  115.743365  0.974305  10.607033   6.584821   3.755034   2.355702   39.276231   24.570297
262  0.131476  117.203364  0.974622  10.716334   6.653349   3.804202   2.383631   39.650910   24.783127
263  0.131974  118.671462  0.974933  10.826228   6.722165   3.853893   2.411858   40.028141   24.997413
264  0.132472  120.147654  0.975239  10.936720   6.791272   3.904111   2.440385   40.407940   25.213163
265  0.132970  121.632278  0.975538  11.047811   6.860672   3.954861   2.469214   40.790319   25.430380
266  0.133468  123.125013  0.975832  11.159504   6.930367   4.006147   2.498349   41.175293   25.649078
267  0.133966  124.626271  0.976121  11.271804   7.000360   4.057974   2.527791   41.562874   25.869257
268  0.134464  126.135886  0.976405  11.384711   7.070653   4.110345   2.557542   41.953077   26.090929
269  0.134962  127.654082  0.976683  11.498230   7.141248   4.163265   2.587606   42.345915   26.314099
270  0.135460  129.180902  0.976957  11.612364   7.212147   4.216740   2.617985   42.741402   26.538773
271  0.135958  130.716248  0.977225  11.727114   7.283352   4.270772   2.648681   43.139552   26.764962
272  0.136456  132.260549  0.977489  11.842486   7.354866   4.325368   2.679696   43.540379   26.992667
273  0.136954  133.813488  0.977748  11.958480   7.426690   4.380531   2.711033   43.943896   27.221902
274  0.137452  135.375094  0.978003  12.075101   7.498827   4.436266   2.742696   44.350118   27.452674
275  0.137950  136.945945  0.978254  12.192351   7.571280   4.492577   2.774686   44.759058   27.684984
276  0.138448  138.525673  0.978500  12.310234   7.644049   4.549470   2.807005   45.170731   27.918845
277  0.138946  140.114570  0.978742  12.428752   7.717138   4.606949   2.839657   45.585150   28.154261
278  0.139444  141.712324  0.978980  12.547908   7.790548   4.665018   2.872644   46.002329   28.391246
279  0.139942  143.319346  0.979214  12.667706   7.864282   4.723683   2.905968   46.422283   28.629803
280  0.140440  144.935604  0.979444  12.788148   7.938342   4.782948   2.939634   46.845026   28.869939
281  0.140938  146.561242  0.979670  12.909238   8.012730   4.842818   2.973641   47.270572   29.111663
282  0.141436  148.196138  0.979893  13.030979   8.087448   4.903297   3.007995   47.698935   29.354983
283  0.141934  149.840527  0.980112  13.153373   8.162498   4.964391   3.042697   48.130129   29.599907
284  0.142432  151.494400  0.980328  13.276424   8.237882   5.026104   3.077750   48.564170   29.846442
285  0.142930  153.157899  0.980540  13.400135   8.313603   5.088442   3.113157   49.001070   30.094595
286  0.143428  154.830822  0.980749  13.524508   8.389662   5.151408   3.148921   49.440845   30.344378
